Time,data
1675190354.5549893,1018.2486572265625
1675190354.612428,1018.3148803710938
1675190354.6653607,1018.360595703125
1675190354.6665118,965.75732421875
1675190354.6677577,964.8265991210938
1675190354.6858263,963.6045532226562
1675190354.71058,963.313232421875
1675190354.7390475,962.43603515625
1675190354.7650144,963.5083618164062
1675190354.788877,962.8001708984375
1675190354.8170605,962.622314453125
1675190354.8426208,961.9088745117188
1675190354.8707597,963.2604370117188
1675190354.8951995,961.8317260742188
1675190354.9241188,961.6318969726562
1675190354.9486606,961.5692138671875
1675190354.976633,961.9476928710938
1675190355.0014865,961.8855590820312
1675190355.0297356,961.8965454101562
1675190355.0554163,961.84765625
1675190355.0830753,962.9424438476562
1675190355.1082754,962.025390625
1675190355.133079,962.5826416015625
1675190355.161045,962.6065063476562
1675190355.1858103,962.2921752929688
1675190355.2144058,961.8947143554688
1675190355.239658,962.739501953125
1675190355.2673752,962.99609375
1675190355.2925706,962.5264892578125
1675190355.3205926,962.4506225585938
1675190355.3452835,961.8933715820312
1675190355.371414,962.0377197265625
1675190355.39855,961.9183959960938
1675190355.4235451,962.4454345703125
1675190355.4519477,962.255859375
1675190355.4764442,962.69775390625
1675190355.5054204,961.7875366210938
1675190355.5311477,962.9129638671875
1675190355.5551214,961.4832763671875
1675190355.5840795,962.2470703125
1675190355.6080625,962.0056762695312
1675190355.636078,962.0576782226562
1675190355.6617286,962.6515502929688
1675190355.6900518,962.8524169921875
1675190355.7147923,962.35498046875
1675190355.7429671,961.4959106445312
1675190355.7680154,961.7923583984375
1675190355.7957036,961.5398559570312
1675190355.821172,962.0655517578125
1675190355.8452392,961.65869140625
1675190355.8740318,962.3624877929688
1675190355.8989575,962.4453735351562
1675190355.9267912,962.2405395507812
1675190355.9527512,962.29150390625
1675190355.9806976,961.4410400390625
1675190356.0060155,961.134521484375
1675190356.030269,961.5156860351562
1675190356.0580764,961.25244140625
1675190356.08317,962.2159423828125
1675190356.1116762,962.048828125
1675190356.136374,961.6412353515625
1675190356.1643915,961.3551635742188
1675190356.1897495,961.7772827148438
1675190356.2176118,962.2238159179688
1675190356.2432435,962.1353759765625
1675190356.2677355,961.8637084960938
1675190356.2972515,962.8619995117188
1675190356.3241665,961.5240478515625
1675190356.3494384,961.8311157226562
1675190356.374669,961.9974365234375
1675190356.4021308,961.6144409179688
1675190356.4281323,961.6016235351562
1675190356.4552786,961.8787841796875
1675190356.480911,961.470947265625
