Time,data
1675190336.8160088,1018.2691650390625
1675190336.8445063,1018.2893676757812
1675190336.8703208,1018.2420043945312
1675190336.8993566,1018.2568969726562
1675190336.9623818,1018.2044067382812
1675190336.9636211,966.83642578125
1675190336.976259,964.225830078125
1675190337.0007627,963.9363403320312
1675190337.0293388,963.418701171875
1675190337.0540285,964.2069702148438
1675190337.082212,962.904052734375
1675190337.1074405,963.0232543945312
1675190337.1358922,964.0621337890625
1675190337.1608288,963.2334594726562
1675190337.1885428,962.3856201171875
1675190337.213306,963.169921875
1675190337.2424383,962.8170776367188
1675190337.2684748,962.8131713867188
1675190337.2950745,963.2520141601562
1675190337.3200212,963.2056884765625
1675190337.3443491,962.2123413085938
1675190337.3728955,962.8558349609375
1675190337.398589,962.3887329101562
1675190337.4260707,962.8458251953125
1675190337.451425,963.0064086914062
1675190337.4795144,962.1490478515625
1675190337.504778,963.1542358398438
1675190337.529345,962.3972778320312
1675190337.5572174,962.33544921875
1675190337.582923,961.988037109375
1675190337.6108437,963.4253540039062
1675190337.6352906,962.3228149414062
1675190337.6598277,961.9435424804688
1675190337.688918,961.7923583984375
1675190337.7141945,961.7919921875
1675190337.7421272,962.3417358398438
1675190337.7670472,962.7748413085938
1675190337.7948053,962.0339965820312
1675190337.8202448,961.9173583984375
1675190337.848047,961.7409057617188
1675190337.8732364,961.1874389648438
1675190337.9015827,962.1170043945312
1675190337.9268563,961.4002075195312
1675190337.9509904,962.0179443359375
1675190337.9791105,962.0079956054688
1675190338.0046787,961.5269775390625
1675190338.0324368,962.5689086914062
1675190338.0583034,961.7659912109375
1675190338.0862825,961.8953857421875
1675190338.1109743,963.0630493164062
1675190338.1387708,962.5640258789062
1675190338.1642525,962.4271850585938
1675190338.1925385,961.739501953125
1675190338.2172306,962.2488403320312
1675190338.241474,962.4994506835938
1675190338.2699258,962.6657104492188
1675190338.2955198,962.3961181640625
1675190338.3232539,962.39013671875
1675190338.3488092,963.169921875
1675190338.3765035,961.3978881835938
1675190338.4011142,961.8883056640625
1675190338.4295225,962.52001953125
1675190338.4544034,962.940673828125
1675190338.4827316,961.71435546875
1675190338.5074337,961.6704711914062
1675190338.5329194,962.460205078125
1675190338.560792,962.642333984375
1675190338.585921,962.3729858398438
1675190338.6139748,963.8577270507812
1675190338.6388218,961.9024047851562
1675190338.664334,962.1116333007812
1675190338.6919765,961.5455932617188
1675190338.7176762,961.8868408203125
1675190338.7452242,962.1138916015625
1675190338.7707374,961.4812622070312
1675190338.7983608,961.8844604492188
1675190338.8236704,961.87939453125
1675190338.8476737,962.9844360351562
1675190338.8762689,963.1139526367188
1675190338.9018316,962.1401977539062
1675190338.929557,961.5106811523438
1675190338.9552808,962.489013671875
1675190338.982802,962.5357666015625
1675190339.0083148,961.8983154296875
1675190339.036001,962.6571044921875
1675190339.0615983,962.3495483398438
1675190339.0892675,962.578125
1675190339.1148107,961.974609375
1675190339.1423538,961.9110107421875
1675190339.1683595,962.160400390625
1675190339.1922534,962.3275756835938
1675190339.220409,961.6068725585938
1675190339.2457852,961.7020263671875
1675190339.2738898,962.4016723632812
1675190339.2984526,961.5244140625
1675190339.3266745,962.457763671875
1675190339.3525817,960.8574829101562
1675190339.3800225,962.1927490234375
1675190339.4049256,962.5610961914062
1675190339.4302912,962.0638427734375
1675190339.457828,961.6611328125
1675190339.482763,961.1663818359375
1675190339.511099,962.00634765625
1675190339.5359564,961.7273559570312
1675190339.5618284,960.9099731445312
1675190339.5891852,961.9177856445312
1675190339.6137562,961.9669189453125
1675190339.6433086,961.4794311523438
1675190339.666931,961.4319458007812
1675190339.6956096,962.5328979492188
1675190339.7202675,961.9698486328125
1675190339.748588,960.3629760742188
1675190339.773402,960.0443115234375
1675190339.8017895,834.0945434570312
1675190339.8269124,653.3408203125
1675190339.8552382,660.9572143554688
1675190339.880167,660.673095703125
1675190339.9048917,651.3477783203125
1675190339.9330268,640.5427856445312
1675190339.9579098,621.6279907226562
1675190339.9860752,595.3013916015625
1675190340.0117598,568.47265625
1675190340.039397,742.8418579101562
1675190340.0653658,809.7796020507812
1675190340.0899084,793.0077514648438
1675190340.117638,747.6293334960938
1675190340.142472,718.0526123046875
1675190340.1711957,704.2825927734375
1675190340.1954284,693.9120483398438
1675190340.2237868,686.4093627929688
1675190340.2486725,677.0264892578125
1675190340.276952,662.2001953125
1675190340.3029685,643.4417724609375
1675190340.3272798,618.1786499023438
1675190340.3548172,600.6691284179688
1675190340.3806016,605.3748779296875
1675190340.4082878,614.8421020507812
1675190340.4332974,621.3368530273438
1675190340.4614289,624.815185546875
1675190340.486853,626.5032958984375
1675190340.5145428,628.1718139648438
1675190340.5395374,629.0178833007812
1675190340.5646017,631.029296875
1675190340.5929587,631.5553588867188
1675190340.617423,631.5504760742188
1675190340.645503,630.7412109375
1675190340.6713014,630.3526611328125
1675190340.6987658,631.0120849609375
1675190340.7242105,631.5039672851562
1675190340.7520895,632.5330200195312
1675190340.7767968,633.5582275390625
1675190340.8019753,634.6881713867188
1675190340.8299246,637.0296020507812
1675190340.8555143,641.4601440429688
1675190340.8831532,646.5926513671875
1675190340.9084675,653.2962646484375
1675190340.9368374,659.3702392578125
1675190340.9623106,664.2406005859375
1675190340.9865289,670.0133056640625
1675190341.0149536,674.47509765625
1675190341.039431,680.6288452148438
1675190341.0679524,689.1661987304688
1675190341.0964696,694.5760498046875
1675190341.1206489,704.8091430664062
1675190341.1462245,713.8034057617188
1675190341.1741064,720.8890380859375
1675190341.1996732,733.6865844726562
1675190341.227394,743.2665405273438
1675190341.2518208,756.6290893554688
1675190341.277087,762.8059692382812
1675190341.3050404,771.6849975585938
1675190341.3304904,779.4827880859375
1675190341.358263,789.686279296875
1675190341.3837097,796.6765747070312
1675190341.411523,803.0135498046875
1675190341.436821,803.7542724609375
1675190341.461484,803.4539794921875
1675190341.4894614,804.6592407226562
1675190341.5153983,802.7987670898438
1675190341.5426526,801.2189331054688
1675190341.5680807,800.663330078125
1675190341.5958912,802.0047607421875
1675190341.621586,807.6930541992188
1675190341.6490734,823.2536010742188
1675190341.67543,836.679443359375
1675190341.6993344,853.5390625
1675190341.7277305,838.6104736328125
1675190341.7554502,962.5381469726562
1675190341.7814627,962.0846557617188
1675190341.8049784,962.7760009765625
1675190341.8336964,962.7566528320312
1675190341.8588345,962.3177490234375
1675190341.8866396,962.641845703125
1675190341.9123998,961.8968505859375
1675190341.9398851,962.6737060546875
1675190341.9657397,962.4002685546875
1675190341.9932234,961.6917724609375
1675190342.0177522,961.93603515625
1675190342.0424821,961.8187255859375
1675190342.0711432,961.7761840820312
1675190342.0957286,961.4893798828125
1675190342.124359,962.03955078125
1675190342.1488323,962.503173828125
1675190342.1746974,962.4518432617188
1675190342.2022753,962.660888671875
1675190342.226932,961.8150634765625
1675190342.2552125,962.37255859375
1675190342.2811482,961.8058471679688
1675190342.308542,961.9765014648438
1675190342.3340905,962.0676879882812
1675190342.358611,962.2415161132812
1675190342.3874116,962.0321655273438
1675190342.4149594,960.9730224609375
1675190342.4395864,961.950439453125
1675190342.4653523,962.27490234375
1675190342.4929218,962.6292114257812
1675190342.5184536,961.573486328125
1675190342.5462313,962.2589111328125
1675190342.5709445,960.9478759765625
1675190342.5997624,961.9005737304688
1675190342.6243048,962.2396240234375
1675190342.6525414,961.9047241210938
1675190342.678207,961.1159057617188
1675190342.7026196,961.5922241210938
1675190342.7307346,961.9417724609375
1675190342.756209,961.3164672851562
1675190342.7836509,961.76416015625
1675190342.8087952,961.942626953125
1675190342.8368762,962.13818359375
1675190342.862904,961.8824462890625
1675190342.890384,961.9277954101562
1675190342.9149692,961.57275390625
1675190342.9404142,961.9335327148438
1675190342.9683933,962.033935546875
1675190342.9932454,961.7525024414062
1675190343.0211549,961.4985961914062
1675190343.0466764,962.4901123046875
1675190343.0742905,962.6612548828125
1675190343.100019,961.5189208984375
1675190343.124563,962.4865112304688
1675190343.1522746,961.6282348632812
1675190343.1781783,961.7200927734375
1675190343.2055106,962.1539916992188
1675190343.230449,962.58740234375
1675190343.2587252,961.7095947265625
1675190343.284691,962.6655883789062
1675190343.3119164,962.013671875
1675190343.336787,961.6632080078125
1675190343.3620708,962.1100463867188
1675190343.3897069,962.16064453125
1675190343.414861,961.9343872070312
1675190343.443001,961.2278442382812
1675190343.4684174,961.9921875
1675190343.4966214,962.6566162109375
1675190343.5211082,962.3145141601562
1675190343.54935,961.7410888671875
1675190343.5745308,961.7264404296875
1675190343.6000032,962.9942626953125
1675190343.6283703,962.6923217773438
1675190343.6539836,961.650146484375
1675190343.6805077,962.1905517578125
1675190343.7052095,961.99169921875
1675190343.7336304,961.8168334960938
1675190343.7590842,961.24169921875
1675190343.786917,962.1751098632812
1675190343.8120987,961.3544921875
1675190343.8400722,962.3421020507812
1675190343.8650882,961.5429077148438
1675190343.8907218,961.9976196289062
1675190344.0216074,961.5891723632812
1675190344.0381773,968.2018432617188
1675190344.039603,1017.6368408203125
1675190344.0409002,1018.2279052734375
1675190344.0422966,1018.2640380859375
1675190344.0491297,1018.23583984375
1675190344.0738363,1018.2626342773438
1675190344.1026547,1018.1641845703125
1675190344.1276503,1018.3148803710938
1675190344.1557195,1018.2835693359375
1675190344.1806338,1018.2947998046875
1675190344.208906,1018.2657470703125
1675190344.2339084,1018.306640625
1675190344.2585375,1018.247314453125
1675190344.2878373,1018.2671508789062
1675190344.3117785,1018.3038940429688
1675190344.3412545,1018.257568359375
1675190344.3650692,1018.3568115234375
1675190344.3933246,1018.2664794921875
1675190344.419215,1018.2373046875
1675190344.4463558,1018.2886962890625
1675190344.4719753,1018.2726440429688
1675190344.4994771,1018.32763671875
1675190344.5249949,1018.28564453125
1675190344.552799,1018.3588256835938
1675190344.577381,1018.229248046875
1675190344.6031144,1018.3078002929688
1675190344.6306105,1018.2883911132812
1675190344.6554422,1018.3726196289062
1675190344.6839435,1018.3148803710938
1675190344.7092612,1018.3357543945312
