Time,data
1675190310.389283,1018.271484375
1675190310.3904555,966.0789794921875
1675190310.3916094,963.6227416992188
1675190310.3940377,963.5302734375
1675190310.395333,964.2669067382812
1675190310.3987436,963.6634521484375
1675190310.4265559,963.8990478515625
1675190310.4523826,964.5474853515625
1675190310.476783,963.00927734375
1675190310.5052779,962.228271484375
1675190310.5300572,962.432861328125
1675190310.5584252,962.6942749023438
1675190310.5833516,962.6819458007812
1675190310.6109552,962.7149047851562
1675190310.6366382,962.5935668945312
1675190310.6648672,963.0332641601562
1675190310.6889842,963.3140258789062
1675190310.7175915,962.7023315429688
1675190310.742529,962.862548828125
1675190310.7670076,962.2207641601562
1675190310.7954545,962.46923828125
1675190310.820783,961.9225463867188
1675190310.8484151,962.6385498046875
1675190310.8731291,963.1337890625
1675190310.9017742,962.6004028320312
1675190310.9264848,963.2012939453125
1675190310.951711,962.605224609375
1675190310.979525,962.560302734375
1675190311.0045333,962.2547607421875
1675190311.0327475,963.5377197265625
1675190311.0584013,962.5862426757812
1675190311.086526,962.8430786132812
1675190311.1111717,962.7013549804688
1675190311.139278,962.3737182617188
1675190311.164098,962.6563720703125
1675190311.1898775,962.2440795898438
1675190311.2183676,962.1087646484375
1675190311.2423751,962.0757446289062
1675190311.271575,961.7200927734375
1675190311.2955432,962.892822265625
1675190311.3237824,962.6990966796875
1675190311.348751,962.1211547851562
1675190311.3771296,962.87841796875
1675190311.4034402,962.45263671875
1675190311.4301395,962.217529296875
1675190311.45557,962.6326904296875
1675190311.4834123,961.939697265625
1675190311.5081162,961.9196166992188
1675190311.533637,961.8899536132812
1675190311.561839,962.3653564453125
1675190311.5866032,962.5003051757812
1675190311.6145349,963.1483154296875
1675190311.6398087,961.5054321289062
1675190311.664717,962.1436157226562
1675190311.6929488,962.6946411132812
1675190311.7179298,962.0899047851562
1675190311.7457552,962.1716918945312
1675190311.771781,962.3618774414062
1675190311.7994192,962.474609375
1675190311.824781,962.1453857421875
1675190311.849392,962.1052856445312
1675190311.877119,962.1093139648438
1675190311.9017766,961.822998046875
1675190311.9298458,961.6631469726562
1675190311.955279,961.8260498046875
1675190311.9831252,961.8397216796875
