Time,data
1675190328.0527487,1018.2249755859375
1675190328.1169574,1018.2877197265625
1675190328.1183462,965.8995971679688
1675190328.1196444,963.8184814453125
1675190328.1208518,964.9481201171875
1675190328.1331995,963.2967529296875
1675190328.1614442,963.9310913085938
1675190328.18641,963.5574951171875
1675190328.2149556,962.7756958007812
1675190328.2404091,963.7680053710938
1675190328.268565,962.7373657226562
1675190328.2931545,962.3700561523438
1675190328.3211973,962.837646484375
1675190328.347039,962.597900390625
1675190328.371146,963.4321899414062
1675190328.3992732,962.2869262695312
1675190328.424691,962.3508911132812
1675190328.4523497,962.975341796875
1675190328.4774864,962.9857788085938
1675190328.5054467,962.361572265625
1675190328.53108,962.481201171875
1675190328.5586703,962.2622680664062
1675190328.5841987,962.0228271484375
1675190328.6119142,961.9150390625
1675190328.6365938,961.7367553710938
1675190328.6621716,962.311279296875
1675190328.6898668,962.3519897460938
1675190328.7152617,962.2716674804688
1675190328.743367,962.1718139648438
1675190328.7676105,962.4502563476562
1675190328.7925797,962.0103759765625
1675190328.821162,961.8255615234375
1675190328.846285,962.8739624023438
1675190328.8750627,962.9606323242188
1675190328.8991914,963.4085693359375
1675190328.9276075,963.1463012695312
1675190328.9524248,963.4020385742188
1675190328.9772043,961.9376831054688
1675190329.005265,962.4266967773438
1675190329.030779,962.4581909179688
1675190329.0595942,962.33544921875
1675190329.0837398,963.241943359375
1675190329.1117394,961.8370361328125
1675190329.1372702,962.3316650390625
1675190329.1654167,962.0318603515625
1675190329.191251,963.2716064453125
1675190329.218203,962.2105102539062
1675190329.2428238,962.6155395507812
1675190329.2714179,962.0027465820312
1675190329.2966537,961.3298950195312
1675190329.3216696,961.7805786132812
1675190329.349285,961.8781127929688
1675190329.3750374,961.8609008789062
1675190329.402584,961.9493408203125
1675190329.4282348,961.3209228515625
1675190329.4565966,962.5526123046875
1675190329.4815798,961.741455078125
1675190329.509001,961.6734619140625
1675190329.5339687,962.7615966796875
1675190329.5587194,962.690185546875
1675190329.5867414,961.0942993164062
1675190329.6131153,961.0313720703125
1675190329.6405745,962.2581787109375
1675190329.6646175,962.3880615234375
1675190329.6894445,961.6865234375
1675190329.7187445,962.0294799804688
1675190329.7436106,961.2864990234375
1675190329.7717624,962.4151611328125
1675190329.797183,961.8390502929688
1675190329.8245995,962.2618408203125
1675190329.8493254,962.6035766601562
1675190329.8776486,961.9541015625
1675190329.903284,962.7905883789062
1675190329.9317615,962.017333984375
1675190329.9562368,962.3193969726562
1675190329.984038,961.4718627929688
1675190330.0088856,962.0188598632812
1675190330.0335457,961.75390625
1675190330.0620158,961.939697265625
1675190330.0878897,962.0152587890625
1675190330.1153772,962.3341674804688
1675190330.141029,962.2581787109375
1675190330.1684554,961.1324462890625
1675190330.1941078,962.000732421875
1675190330.2187328,962.5894165039062
1675190330.2465723,960.8047485351562
1675190330.2718782,961.4166259765625
1675190330.2996948,961.5798950195312
1675190330.3252287,961.6123046875
1675190330.352794,961.5497436523438
1675190330.3785615,961.3040771484375
1675190330.406118,961.4479370117188
1675190330.4318295,961.3275756835938
1675190330.45633,961.8460083007812
1675190330.4838636,961.9276123046875
1675190330.5093076,962.378662109375
1675190330.537315,961.988037109375
1675190330.5624518,962.3421020507812
1675190330.590325,961.9159545898438
1675190330.6158884,961.9430541992188
1675190330.6435804,962.4969482421875
1675190330.669018,961.1812133789062
1675190330.6939583,962.0152587890625
1675190330.721542,961.285400390625
1675190330.7471967,962.1724243164062
1675190330.7746356,961.9728393554688
1675190330.7999492,962.8008422851562
1675190330.8282392,961.4315185546875
1675190330.8532965,961.6611938476562
1675190330.8811383,959.02783203125
1675190330.9059055,651.3171997070312
1675190330.9311574,652.212890625
1675190330.9591599,654.589111328125
1675190330.9846492,645.9703979492188
1675190331.0123756,628.4127807617188
1675190331.037639,603.8735961914062
1675190331.0654762,573.9255981445312
1675190331.091008,744.6174926757812
1675190331.1156669,801.0366821289062
1675190331.1443172,788.1680297851562
1675190331.1719213,744.5902099609375
1675190331.197449,717.3771362304688
1675190331.2252054,702.025146484375
1675190331.249863,689.9259643554688
1675190331.2755382,676.3964233398438
1675190331.3037257,660.98974609375
1675190331.3288,637.1654052734375
1675190331.3562253,610.0951538085938
1675190331.3810308,602.1552734375
1675190331.406272,594.7626342773438
1675190331.4344664,586.1471557617188
1675190331.459405,579.9180297851562
1675190331.4872904,575.5531005859375
1675190331.5129256,575.559326171875
1675190331.5406258,578.1800537109375
1675190331.5660207,580.0964965820312
1675190331.5900824,581.7208862304688
1675190331.6185377,582.8370361328125
1675190331.6438513,583.2564086914062
1675190331.671667,585.5614013671875
1675190331.6967216,587.845703125
1675190331.7250702,589.0313720703125
1675190331.7500925,589.7457275390625
1675190331.7781353,590.37744140625
1675190331.8038208,591.2413940429688
1675190331.8313413,591.9898071289062
1675190331.8571453,593.4268798828125
1675190331.8846543,595.2452392578125
1675190331.9097807,596.973388671875
1675190331.934124,597.296630859375
1675190331.9625835,598.157958984375
1675190331.9881482,599.6869506835938
1675190332.015734,602.0150146484375
1675190332.0409782,606.9439697265625
1675190332.0689185,614.7490844726562
1675190332.094122,625.924072265625
1675190332.1221986,641.3355102539062
1675190332.1468854,660.342529296875
1675190332.172309,674.9415893554688
1675190332.2005968,680.0880126953125
1675190332.22475,688.70751953125
1675190332.2532241,698.5277709960938
1675190332.277975,702.9110107421875
1675190332.303539,702.7511596679688
1675190332.331305,708.4928588867188
1675190332.3563757,715.9050903320312
1675190332.3842857,727.6728515625
1675190332.4095235,738.556640625
1675190332.437586,747.6994018554688
1675190332.4630384,757.88818359375
1675190332.4908197,765.536376953125
1675190332.5164716,773.1389770507812
1675190332.5440822,778.0656127929688
1675190332.5687668,789.5804443359375
1675190332.5945055,791.6453857421875
1675190332.6221287,831.0951538085938
1675190332.6474898,810.6561279296875
1675190332.6752295,849.02880859375
1675190332.7009473,871.41650390625
1675190332.7283897,880.3936767578125
1675190332.7542367,877.355712890625
1675190332.7816288,879.3864135742188
1675190332.8070793,889.02978515625
1675190332.831632,911.5674438476562
1675190332.8595946,963.2971801757812
1675190332.8852818,962.8690795898438
1675190332.9127357,962.5169067382812
1675190332.9393022,963.0794677734375
1675190332.9660153,962.6995239257812
1675190332.9917774,963.0640869140625
1675190333.0192533,963.7965087890625
1675190333.0450895,962.7230834960938
1675190333.0686407,961.9775390625
1675190333.0976727,962.6117553710938
1675190333.1228049,963.0791625976562
1675190333.1503227,962.1800537109375
1675190333.176144,962.0256958007812
1675190333.2035165,962.5107421875
1675190333.2291942,962.1336669921875
1675190333.2534027,961.4403686523438
1675190333.281376,962.338134765625
1675190333.3070087,962.8598022460938
1675190333.3344815,962.510986328125
1675190333.3595243,962.4432983398438
1675190333.387764,961.6907958984375
1675190333.4131525,961.90380859375
1675190333.441008,962.69677734375
1675190333.4658337,962.488037109375
1675190333.4905705,962.3618774414062
1675190333.5191357,962.2058715820312
1675190333.5448427,962.2178955078125
1675190333.572368,962.031005859375
1675190333.597393,962.0531616210938
1675190333.6254435,962.0429077148438
1675190333.6501877,962.6714477539062
1675190333.6787944,962.4866943359375
1675190333.7044706,962.3529663085938
1675190333.7289622,962.2776489257812
1675190333.7571602,962.0620727539062
1675190333.7851048,962.693603515625
1675190333.8097534,962.89111328125
1675190333.8347988,962.6353759765625
1675190333.8631184,962.5203247070312
1675190333.888835,961.7127075195312
1675190333.9163673,963.329833984375
1675190333.9418967,962.1172485351562
1675190333.9693902,962.4814453125
1675190333.9956725,962.2359008789062
1675190334.0190194,963.3181762695312
1675190334.0474167,961.7625122070312
1675190334.0720894,963.0967407226562
1675190334.1004612,963.1179809570312
1675190334.126309,962.1383056640625
1675190334.1507657,962.5550537109375
1675190334.1785226,962.8143310546875
1675190334.20333,962.2385864257812
1675190334.2317476,961.6766357421875
1675190334.256697,962.0314331054688
1675190334.284876,961.8460083007812
1675190334.3106349,962.4525146484375
